model_name,prompt_type,case_id,repeat_id,dataset,ground_truth,prediction,confidence,is_correct,response_time_sec,prompt_tokens,completion_tokens,total_tokens,raw_response,error,timestamp
openai/gpt-4o-mini,system1,27,0,two_year_recid,True,NO,70,False,1.4424917697906494,158,16,174,"{
  ""prediction"": ""NO"",
  ""confidence"": 70
}",,2026-02-09T22:16:39.253275
openai/gpt-4o-mini,system1,15,0,two_year_recid,True,NO,75,False,0.49930906295776367,157,16,173,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:16:40.696243
openai/gpt-4o-mini,system1,23,0,two_year_recid,False,YES,85,False,1.5672829151153564,158,16,174,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:16:41.195728
openai/gpt-4o-mini,system1,17,0,two_year_recid,False,NO,85,True,1.6457431316375732,158,16,174,"{
  ""prediction"": ""NO"",
  ""confidence"": 85
}",,2026-02-09T22:16:42.763150
openai/gpt-4o-mini,system1,8,0,two_year_recid,True,NO,75,False,0.6561322212219238,158,16,174,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:16:44.409034
openai/gpt-4o-mini,system1,9,0,two_year_recid,True,YES,85,True,0.48900604248046875,158,16,174,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:16:45.065347
openai/gpt-4o-mini,system1,28,0,two_year_recid,False,YES,75,False,0.6608009338378906,158,16,174,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:16:45.554507
openai/gpt-4o-mini,system1,24,0,two_year_recid,False,NO,85,True,0.49558591842651367,158,16,174,"{
  ""prediction"": ""NO"",
  ""confidence"": 85
}",,2026-02-09T22:16:46.215447
openai/gpt-4o-mini,system1,12,0,two_year_recid,False,NO,65,True,0.5056209564208984,158,16,174,"{
  ""prediction"": ""NO"",
  ""confidence"": 65
}",,2026-02-09T22:16:46.711420
openai/gpt-4o-mini,system1,0,0,two_year_recid,False,NO,75,True,0.5257632732391357,158,16,174,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:16:47.217525
openai/gpt-4o-mini,system1,4,0,two_year_recid,True,NO,70,False,0.5875499248504639,158,16,174,"{
  ""prediction"": ""NO"",
  ""confidence"": 70
}",,2026-02-09T22:16:47.743432
openai/gpt-4o-mini,system1,16,0,two_year_recid,True,YES,85,True,0.4701998233795166,158,16,174,"{
  ""prediction"": ""YES"",
  ""confidence"": 85
}",,2026-02-09T22:16:48.331139
openai/gpt-4o-mini,system1,5,0,two_year_recid,False,NO,85,True,0.45449185371398926,158,16,174,"{
  ""prediction"": ""NO"",
  ""confidence"": 85
}",,2026-02-09T22:16:48.801480
openai/gpt-4o-mini,system1,13,0,two_year_recid,True,NO,75,False,1.2006628513336182,158,16,174,"{
  ""prediction"": ""NO"",
  ""confidence"": 75
}",,2026-02-09T22:16:49.256130
openai/gpt-4o-mini,system1,11,0,two_year_recid,True,YES,75,True,0.5588998794555664,158,16,174,"{
  ""prediction"": ""YES"",
  ""confidence"": 75
}",,2026-02-09T22:16:50.457200
openai/gpt-4o-mini,system1,22,0,two_year_recid,False,NO,85,True,0.4763669967651367,157,16,173,"{
  ""prediction"": ""NO"",
  ""confidence"": 85
}",,2026-02-09T22:16:51.016318
openai/gpt-4o-mini,system1,1,0,two_year_recid,False,NO,85,True,0.44457101821899414,157,16,173,"{
  ""prediction"": ""NO"",
  ""confidence"": 85
}",,2026-02-09T22:16:51.492893
